local_id,year,month,home,office,industry,change(home),change(office),change(industry)
29,2022,9,66933,106465,156035,-7.052991168138643,-9.061013213977603,-3.679125898947498
29,2022,10,49478,97343,151812,-26.078317123093242,-8.568074014934487,-2.7064440670362417
29,2022,11,48966,98500,159744,-1.0348033469420752,1.1885805861746608,5.224883408426211
29,2022,12,49984,119289,162170,2.0789935873871666,21.10558375634518,1.5186798878205128
31,2020,1,1630255,4119709,5528375,7.145697327231584,8.171091491900247,1.082411683222482
31,2020,2,1625298,3900613,5327913,-0.3040628613315095,-5.318239710620337,-3.626056481334931
31,2020,3,1527652,3464703,5409496,-6.0078828620966735,-11.175422939932774,1.5312374657769374
31,2020,4,1541011,3141585,5105893,0.8744792662203172,-9.325994176124187,-5.612408253929757
31,2020,5,1452608,2934608,4919373,-5.736688446740484,-6.588298581766846,-3.6530338571529013
31,2020,6,1514236,3167141,5179460,4.242576111380359,7.9238181044964096,5.286994907684374
31,2020,7,1580651,3399839,5425576,4.386040220943102,7.347257352924926,4.7517694894834595
31,2020,8,1868562,3625838,5482051,18.21471026811105,6.647344183062787,1.0409033068562674
31,2020,9,1977828,3436342,5498169,5.847598313569472,-5.226267693151211,0.2940140469324346
31,2020,10,1480196,2931616,5095858,-25.16052963149475,-14.687886130076691,-7.317181410756926
31,2020,11,1544219,3207661,5390699,4.325305567641042,9.416137720629168,5.785895132870657
31,2020,12,1645029,3800888,5807996,6.528219119179339,18.494067795817575,7.741055473510949
31,2021,1,1839465,4391913,6088209,11.819609259168075,15.549655764652892,4.824607317222671
31,2021,2,1773486,4084601,5606085,-3.586858135381755,-6.9972242164177665,-7.918979128344642
31,2021,3,1528106,3490917,5649262,-13.836026898436188,-14.534687721028321,0.7701809729963067
31,2021,4,1569568,3222217,5546553,2.7132934495381864,-7.697117977883748,-1.8180958857988885
31,2021,5,1494817,3027494,5502618,-4.762520642622683,-6.043137380257133,-0.792113588385435
31,2021,6,1563636,3292013,5657148,4.603841139082577,8.73722623397437,2.8082996130205657
31,2021,7,1845645,3696753,6055053,18.035463496619418,12.294605154961417,7.033667848180744
31,2021,8,2468355,3967366,5760641,33.73942442885821,7.320288913000137,-4.862253063680863
31,2021,9,1835426,3488847,6047525,-25.64173305703596,-12.061377750376447,4.98007079420502
31,2021,10,1577530,3214512,5595162,-14.051015949430814,-7.863199504019523,-7.480134435161492
31,2021,11,1609745,3376074,5775244,2.0421164732207946,5.026019501560423,3.218530580526534
31,2021,12,1669471,4000495,6133978,3.710277093576933,18.495477291078334,6.211581709794426
31,2022,1,1845233,4664460,6454270,10.528005577814769,16.597071112449836,5.2216033379969735
31,2022,2,1829616,4432269,5952653,-0.8463429821599765,-4.977875252440797,-7.771862658364152
31,2022,3,1623139,3915606,6094534,-11.285264230308437,-11.656851152310475,2.3834918648878074
31,2022,4,1638252,3531841,5890683,0.931097090267685,-9.800909488850513,-3.344816847358633
31,2022,5,1502518,3315339,5814815,-8.285294325903463,-6.130004153641118,-1.28793214640815
31,2022,6,1562740,3547743,5748616,4.008071783499433,7.0099618772016985,-1.1384541038708884
31,2022,7,1974596,4071731,6505491,26.354735912563832,14.769615499206115,13.166212528372046
31,2022,8,2345949,4316065,6264636,18.80653055105956,6.000740225717268,-3.702333920683312
31,2022,9,1909497,3807222,5918737,-18.604496517187712,-11.789511974448947,-5.521454079694335
31,2022,10,1584554,3383310,5818448,-17.017204007128576,-11.134417693530875,-1.6944324439487684
31,2022,11,1605675,3467215,5992445,1.3329302756485422,2.4799678421427536,2.9904366250244054
31,2022,12,1706376,4242090,6252630,6.271568032136017,22.348628510201994,4.341883822045927
32,2020,1,193282,848597,505530,8.100157159715659,10.462901854809632,-9.782366220810394
32,2020,2,194226,810765,496663,0.4884055421611945,-4.458182152423353,-1.754000751686349
32,2020,3,179974,681412,539481,-7.337843543088979,-15.954438092418888,8.621137471484689
32,2020,4,180894,607464,557647,0.5111849489370687,-10.852171667067795,3.367310433546316
32,2020,5,168553,536248,520647,-6.8222273817815955,-11.723493079425284,-6.635021796943227
32,2020,6,168054,523045,518326,-0.29604931386566835,-2.4621070847816684,-0.4457914863621609
32,2020,7,168927,531855,517726,0.5194758827519727,1.6843675018401858,-0.11575726473300586
32,2020,8,194720,581646,487142,15.268725544169968,9.361762134416335,-5.9073718530651345
